"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch";"Zmierzch.Zycie i Smierc"
"latarka";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"latarnia";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"latarniany";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"lato";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"laurent";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"laurenta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"laurentem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"lavender";0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ląd";0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0
"lądować";3;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
"leanne";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lecie";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lecieć";0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"leczvolturi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"leczyć";0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0
"legalny";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"legenda";0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"legumina";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lekceważyć";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lekcja";12;0;2;3;6;2;5;10;0;2;0;0;0;0;0;0;0;0;1;1
"lekki";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"lektura";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"lelek";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lepsze";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lepszy";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"lesie";2;2;0;0;0;1;0;1;0;0;2;0;0;0;0;2;1;0;0;0
"lestrange";0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"leśny";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"letni";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1
"levicorpus";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lew";0;0;0;0;0;0;0;1;0;5;6;0;2;0;0;0;0;0;0;0
"lewa";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lewis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"leża";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"leżący";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"leżeć";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"liceum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"licząc";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"liczny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"life";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"lilith";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"lily";0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"linia";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lis";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"list";8;0;9;0;2;0;3;2;0;0;0;0;0;0;0;0;1;0;0;0
"lista";0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"listopad";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"liścik";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"liść";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"little";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lizać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"loch";2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"locha";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lockhart";0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lockharta";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lodowaty";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"logiczny";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"logika";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"lokalny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"londynie";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"londynu";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"longbottom";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"longbottomów";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lord";5;1;3;1;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"los";3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"losować";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lotnisko";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"lovegood";0;4;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"lovegooda";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lovegoodem";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"loża";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lubianymi";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"lubić";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"luchino";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lucjusz";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lucjusza";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ludo";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ludzi";0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0
"ludzie";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ludziom";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"ludzki";0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0
"ludźmi";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
"luna";0;8;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
"lunatyk";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"lunąć";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"lupin";0;3;0;0;1;0;14;2;0;0;0;0;0;0;0;0;0;0;0;0
"lupina";0;3;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0
"lupinem";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"lupinowie";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lustro";0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lustrum";0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lynch";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"łachonogowieten";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"łagodny";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"łajać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"łam";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0
"łani";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"łańcuch";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"łańcuszek";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"łapa";2;0;0;2;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0
"łapać";1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"łaskotać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"łatwy";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ławka";3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"łazienka";2;0;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"łączyć";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"łbem";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"łowić";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"łożysko";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"łódź";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"łóżko";1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"łucja";0;0;0;0;0;0;0;0;0;11;22;0;7;0;0;0;0;0;0;0
"łucją";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"łucję";0;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0
"łucji";0;0;0;0;0;0;0;0;1;2;4;0;0;0;0;0;0;0;0;0
"łuk";0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
"łuska";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"łza";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"macmillana";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"macraedy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"macready";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"maczuga";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"madame";3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"magazyn";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"magia";7;2;5;3;5;6;2;10;0;0;0;0;0;0;0;0;0;0;0;0
"magiczny";9;0;1;1;0;1;1;1;0;1;1;0;2;1;1;0;0;0;0;0
"magiidecyduje";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"maj";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"maja";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mając";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mające";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mający";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mających";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mającym";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"majstrować";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"malfoy";3;0;1;7;6;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0
"malfoya";2;3;0;2;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"malfoyami";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"malfoyem";0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"malfoyowi";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"malfoyowie";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"malfoyów";1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"malfoyu";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"malfoywręcza";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"malkin";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mała";1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"małe";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"małego";1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
"mało";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mały";0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"małżeński";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"małżeństwo";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"mama";0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mapa";7;0;0;0;1;1;5;0;0;0;0;0;1;0;0;0;0;0;0;0
"maramorna";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"marge";0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"marietta";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"marka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"marta";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"martą";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"martwiąc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"martwić";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"martwy";1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"marty";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"marudzić";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"marvola";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"marzyć";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"maskotka";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"masonowie";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"maszyna";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"matka";3;3;1;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;1;4
"maugrim";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"maugrima";0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
"mavramorn";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"maxime";3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"mądry";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"mąż";0;0;1;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"mcdonalda";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mcgonagall";7;2;1;1;1;6;3;5;0;0;0;0;0;0;0;0;0;0;0;0
"mcgonnagall";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mclaggen";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mclaggena";0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mclaggenem";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mebel";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mecz";2;1;4;4;3;0;3;4;0;0;0;0;0;0;0;0;0;0;1;0
"medalion";0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"media";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"meropę";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"meropie";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mężczyzna";3;1;2;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0
"mężny";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"mężowy";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mgła";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miasta";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1
"miasteczko";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"miasto";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miecz";0;9;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0
"mieć";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"miedza";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"miejsce";12;4;1;0;2;4;4;2;0;0;0;1;0;1;0;0;1;1;1;0
"miejscowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"mielić";1;0;2;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"mierzyć";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"miesiąc";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0
"mieszany";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mieszkać";1;1;5;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;1
"mieszkanie";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mieszkaniec";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"między";1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0
"międzyczas";0;1;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"mięso";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mija";4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mijać";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"mikołaj";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"milicentę";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miłosierny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miłosny";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"miłość";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;5;0;1
"miły";0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
"min";0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"minąć";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"minerwa";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"minister";0;1;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"ministerstwo";7;5;1;0;1;5;3;8;0;0;0;0;0;0;0;0;0;0;0;0
"minuta";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miodowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"miotać";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miotając";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miotlarski";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"miotła";2;2;4;0;2;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0
"miotnąć";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miód";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"miraz";0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0
"miraza";0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
"mirazem";0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
"misa";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"misi";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"misja";0;3;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"mistrz";1;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0
"mistrzostwa";3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"mit";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mityczny";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mleczko";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"młoda";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"młode";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"młodego";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"młodemu";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"młody";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"młodzie";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mniej";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"mnóstwo";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"moc";2;1;0;1;2;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0
"mocny";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"mogąc";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
"mogli";0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"moje";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"molly";1;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"moment";5;1;0;1;1;1;3;0;0;0;0;0;2;0;0;0;0;0;1;0
"moody";14;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"moodydyskutują";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"moodyego";3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"morale";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"morderca";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"morderstwo";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"morfina";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"morfinowy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"morski";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"morze";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"morzyć";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"most";0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"motocykl";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"motor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"motywacja";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mowa";1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"możliwe";1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"możliwość";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"możliwy";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"móc";3;0;4;1;1;1;3;2;0;0;0;0;2;0;0;1;1;0;0;1
"mówiąc";0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mówić";4;8;2;6;3;5;1;12;2;10;9;1;0;0;0;1;1;0;0;3
"mózg";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"mroczny";5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mróz";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"mruczeć";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mrużce";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mrużka";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mrużką";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mrużkę";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mugol";2;1;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"mugolakom";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mugolaków";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mugoloznawstwa";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mugolskie";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"mugolskiego";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mundungus";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mundungusa";0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mundurek";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"munga";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
